Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  5.000000e-001
    2 -1.000000e+002  1.000000e+000  1.000000e+000
  101    1    1    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000  1.000000e-001    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    2 -6.666670e-001  1.000000e-001    1    1  9.778270e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    3 -1.340070e+000  1.000000e-001    1    1  9.554310e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    4 -2.020200e+000  1.000000e-001    1    1  9.328110e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    5 -2.707070e+000  1.000000e-001    1    1  9.099660e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    6 -3.400670e+000  1.000000e-001    1    1  8.868980e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    7 -4.101010e+000  1.000000e-001    1    1  8.636060e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    8 -4.808080e+000  1.000000e-001    1    1  8.400900e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
    9 -5.521880e+000  1.000000e-001    1    1  8.163490e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   10 -6.242420e+000  1.000000e-001    1    1  7.923850e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   11 -6.969700e+000  1.000000e-001    1    1  7.681970e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   12 -7.703700e+000  1.000000e-001    1    1  7.437850e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   13 -8.444440e+000  1.000000e-001    1    1  7.191490e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   14 -9.191920e+000  1.000000e-001    1    1  6.942890e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   15 -9.946130e+000  1.000000e-001    1    1  6.692050e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  8.400000e+001
   16 -1.070710e+001  1.000000e-001    1    1  6.438970e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   17 -1.147470e+001  1.000000e-001    1    1  6.183650e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   18 -1.224920e+001  1.000000e-001    1    1  5.926090e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   19 -1.303030e+001  1.000000e-001    1    1  5.666290e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   20 -1.381820e+001  1.000000e-001    1    1  5.404250e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   21 -1.461280e+001  1.000000e-001    1    1  5.139980e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   22 -1.541410e+001  1.000000e-001    1    1  4.873460e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   23 -1.622220e+001  1.000000e-001    1    1  4.604700e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   24 -1.703700e+001  1.000000e-001    1    1  4.333710e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   25 -1.785860e+001  1.000000e-001    1    1  4.060470e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   26 -1.868690e+001  1.000000e-001    1    1  3.784990e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   27 -1.952190e+001  1.000000e-001    1    1  3.507280e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  7.100000e+001
   28 -2.036360e+001  1.000000e-001    1    1  3.227320e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   29 -2.121210e+001  1.000000e-001    1    1  2.945130e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   30 -2.206730e+001  1.000000e-001    1    1  2.660690e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   31 -2.292930e+001  1.000000e-001    1    1  2.374020e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   32 -2.379800e+001  1.000000e-001    1    1  2.085110e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   33 -2.467340e+001  1.000000e-001    1    1  1.793950e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   34 -2.555560e+001  1.000000e-001    1    1  1.500560e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   35 -2.644440e+001  1.000000e-001    1    1  1.204930e-001  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   36 -2.734010e+001  1.000000e-001    1    1  9.070550e-002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   37 -2.824240e+001  1.000000e-001    1    1  6.069430e-002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   38 -2.915150e+001  1.000000e-001    1    1  3.045910e-002  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   39 -3.006730e+001  1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  6.500000e+001
   40 -3.098990e+001  1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  5.500000e+001
   41 -3.191920e+001  1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  5.500000e+001
   42 -3.285520e+001  1.000000e-001    1    1  0.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000  2.000000e+001  5.500000e+001
